image,source,source_version,missing_updates,urgency,status,fixed,debianbug,cve
kiskae/cassandra,freetype,2.5.2-2,0,not yet assigned,resolved,2.5.2-3,777656,CVE-2014-9675
kiskae/cassandra,freetype,2.5.2-2,0,not yet assigned,resolved,2.5.2-3,777656,CVE-2014-9670
kiskae/cassandra,freetype,2.5.2-2,0,not yet assigned,resolved,2.5.2-3,777656,CVE-2014-9671
kiskae/cassandra,freetype,2.5.2-2,0,not yet assigned,resolved,2.5.2-3,777656,CVE-2014-9672
kiskae/cassandra,freetype,2.5.2-2,0,not yet assigned,resolved,2.5.2-3,777656,CVE-2014-9673
kiskae/cassandra,freetype,2.5.2-2,0,not yet assigned,resolved,2.5.2-3+deb8u2,861220,CVE-2017-8105
kiskae/cassandra,freetype,2.5.2-2,0,not yet assigned,resolved,2.5.2-3+deb8u3,undefined,CVE-2015-9290
kiskae/cassandra,glib2.0,2.42.0-2,2,not yet assigned,resolved,2.42.1-1+deb8u3,931234,CVE-2019-13012
kiskae/cassandra,glib2.0,2.42.0-2,2,not yet assigned,resolved,2.42.1-1+deb8u2,undefined,CVE-2018-16428
kiskae/cassandra,glib2.0,2.42.0-2,2,not yet assigned,resolved,2.42.1-1+deb8u2,undefined,CVE-2018-16429
kiskae/cassandra,glib2.0,2.42.0-2,2,unimportant,open,undefined,655044,CVE-2012-0039
kiskae/cassandra,glib2.0,2.42.0-2,2,not yet assigned,resolved,2.42.1-1+deb8u1,929753,CVE-2019-12450
kiskae/cassandra,glib2.0,2.42.0-2,1,not yet assigned,resolved,2.42.1-1+deb8u3,931234,CVE-2019-13012
kiskae/cassandra,glib2.0,2.42.0-2,1,not yet assigned,resolved,2.42.1-1+deb8u2,undefined,CVE-2018-16428
kiskae/cassandra,glib2.0,2.42.0-2,1,not yet assigned,resolved,2.42.1-1+deb8u2,undefined,CVE-2018-16429
kiskae/cassandra,glib2.0,2.42.0-2,1,unimportant,open,undefined,655044,CVE-2012-0039
kiskae/cassandra,glib2.0,2.42.0-2,1,not yet assigned,resolved,2.42.1-1+deb8u1,929753,CVE-2019-12450
kiskae/cassandra,libbsd,0.7.0-2,0,not yet assigned,open,undefined,undefined,CVE-2019-20367
kiskae/cassandra,libbsd,0.7.0-2,0,not yet assigned,resolved,0.7.0-2+deb8u1,undefined,CVE-2016-2090
kiskae/cassandra,libffi,3.1-2,0,not yet assigned,resolved,3.1-2+deb8u1,undefined,CVE-2017-1000376
kiskae/cassandra,libgcrypt20,1.6.2-3,2,not yet assigned,resolved,1.6.3-2,undefined,CVE-2015-0837
kiskae/cassandra,libgcrypt20,1.6.2-3,2,not yet assigned,resolved,1.6.3-2+deb8u8,938938,CVE-2019-13627
kiskae/cassandra,libgcrypt20,1.6.2-3,2,not yet assigned,resolved,1.6.3-2+deb8u1,undefined,CVE-2015-7511
kiskae/cassandra,libgcrypt20,1.6.2-3,2,not yet assigned,resolved,1.6.3-2+deb8u4,undefined,CVE-2017-7526
kiskae/cassandra,libgcrypt20,1.6.2-3,2,not yet assigned,resolved,1.6.3-2+deb8u5,undefined,CVE-2018-0495
kiskae/cassandra,libgcrypt20,1.6.2-3,2,not yet assigned,resolved,1.6.3-2+deb8u2,834893,CVE-2016-6313
kiskae/cassandra,libgcrypt20,1.6.2-3,2,unimportant,open,undefined,undefined,CVE-2018-6829
kiskae/cassandra,libgcrypt20,1.6.2-3,2,not yet assigned,resolved,1.6.3-2,undefined,CVE-2014-3591
kiskae/cassandra,libgcrypt20,1.6.2-3,2,not yet assigned,resolved,1.6.3-2+deb8u3,undefined,CVE-2017-9526
kiskae/cassandra,libidn,1.29-1,2,not yet assigned,resolved,1.29-1+deb8u3,873902,CVE-2017-14062
kiskae/cassandra,libidn,1.29-1,2,not yet assigned,resolved,1.29-1+deb8u2,undefined,CVE-2016-6261
kiskae/cassandra,libidn,1.29-1,2,not yet assigned,resolved,1.29-1+deb8u2,undefined,CVE-2016-6263
kiskae/cassandra,libidn,1.29-1,2,not yet assigned,resolved,1.29-1+deb8u2,undefined,CVE-2015-8948
kiskae/cassandra,libidn,1.29-1,2,not yet assigned,resolved,1.29-1+deb8u1,undefined,CVE-2015-2059
kiskae/cassandra,libmodule-signature-perl,0.73-1,0,not yet assigned,resolved,0.73-1+deb8u1,783451,CVE-2015-3408
kiskae/cassandra,libmodule-signature-perl,0.73-1,0,not yet assigned,resolved,0.73-1+deb8u1,783451,CVE-2015-3406
kiskae/cassandra,libmodule-signature-perl,0.73-1,0,not yet assigned,resolved,0.73-1+deb8u1,783451,CVE-2015-3407
kiskae/cassandra,libmodule-signature-perl,0.73-1,0,not yet assigned,resolved,0.73-1+deb8u1,783451,CVE-2015-3409
kiskae/cassandra,libssh2,1.4.3-4,0,not yet assigned,resolved,1.4.3-4.1+deb8u4,924965,CVE-2019-3859
kiskae/cassandra,libssh2,1.4.3-4,0,not yet assigned,resolved,1.4.3-4.1+deb8u2,924965,CVE-2019-3858
kiskae/cassandra,libssh2,1.4.3-4,0,not yet assigned,resolved,1.4.3-4.1+deb8u2,924965,CVE-2019-3862
kiskae/cassandra,libssh2,1.4.3-4,0,not yet assigned,resolved,1.4.3-4.1+deb8u2,924965,CVE-2019-3863
kiskae/cassandra,libssh2,1.4.3-4,0,not yet assigned,resolved,1.4.3-4.1+deb8u2,924965,CVE-2019-3855
kiskae/cassandra,libssh2,1.4.3-4,0,not yet assigned,resolved,1.4.3-4.1+deb8u2,924965,CVE-2019-3857
kiskae/cassandra,libssh2,1.4.3-4,0,not yet assigned,resolved,1.4.3-4.1+deb8u2,924965,CVE-2019-3856
kiskae/cassandra,libssh2,1.4.3-4,0,not yet assigned,resolved,1.4.3-4.1+deb8u4,932329,CVE-2019-13115
kiskae/cassandra,libssh2,1.4.3-4,0,not yet assigned,resolved,1.4.3-4.1,780249,CVE-2015-1782
kiskae/cassandra,libssh2,1.4.3-4,0,not yet assigned,resolved,1.4.3-4.1+deb8u6,943562,CVE-2019-17498
kiskae/cassandra,libssh2,1.4.3-4,0,not yet assigned,resolved,1.4.3-4.1+deb8u5,924965,CVE-2019-3860
kiskae/cassandra,libssh2,1.4.3-4,0,not yet assigned,resolved,1.4.3-4.1+deb8u1,815662,CVE-2016-0787
kiskae/cassandra,libssh2,1.4.3-4,0,not yet assigned,resolved,1.4.3-4.1+deb8u2,924965,CVE-2019-3861
kiskae/cassandra,libtasn1-6,4.2-2,1,not yet assigned,open,undefined,867398,CVE-2017-10790
kiskae/cassandra,libtasn1-6,4.2-2,1,unimportant,open,undefined,906768,CVE-2018-1000654
kiskae/cassandra,libtasn1-6,4.2-2,1,not yet assigned,resolved,4.2-3+deb8u1,undefined,CVE-2015-3622
kiskae/cassandra,libtasn1-6,4.2-2,1,not yet assigned,resolved,4.2-3,undefined,CVE-2015-2806
kiskae/cassandra,libtasn1-6,4.2-2,1,not yet assigned,resolved,4.2-3+deb8u3,863186,CVE-2017-6891
kiskae/cassandra,libtasn1-6,4.2-2,1,not yet assigned,resolved,4.2-3+deb8u2,undefined,CVE-2016-4008
kiskae/cassandra,libvorbis,1.3.4-1,1,not yet assigned,resolved,1.3.4-2+deb8u2,876780,CVE-2018-10392
kiskae/cassandra,libvorbis,1.3.4-1,1,not yet assigned,resolved,1.3.4-2+deb8u1,893130,CVE-2018-5146
kiskae/cassandra,libvorbis,1.3.4-1,1,not yet assigned,resolved,1.3.4-2+deb8u3,876778,CVE-2017-14633
kiskae/cassandra,libvorbis,1.3.4-1,1,not yet assigned,resolved,1.3.4-2+deb8u2,876780,CVE-2018-10393
kiskae/cassandra,libvorbis,1.3.4-1,1,not yet assigned,resolved,1.3.4-2+deb8u2,876780,CVE-2017-14160
kiskae/cassandra,libvorbis,1.3.4-1,1,not yet assigned,resolved,1.3.4-2+deb8u3,870341,CVE-2017-11333
kiskae/cassandra,pcsc-lite,1.8.12-1,0,not yet assigned,resolved,1.8.13-1+deb8u1,undefined,CVE-2016-10109
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,resolved,3.4.2-1+deb8u3,undefined,CVE-2019-9947
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,resolved,3.4.2-1+deb8u5,undefined,CVE-2019-9948
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,resolved,3.4.2-1+deb8u3,undefined,CVE-2019-9740
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,resolved,3.4.2-1+deb8u2,921040,CVE-2019-5010
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,resolved,3.4.2-1+deb8u2,undefined,CVE-2016-0772
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,resolved,3.4.2-1+deb8u6,undefined,CVE-2018-20852
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,resolved,3.4.2-1+deb8u1,undefined,CVE-2018-1061
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,resolved,3.4.2-1+deb8u1,undefined,CVE-2018-1060
kiskae/cassandra,python3.4,3.4.2-1,0,unimportant,open,undefined,undefined,CVE-2019-9674
kiskae/cassandra,python3.4,3.4.2-1,0,unimportant,open,undefined,undefined,CVE-2016-1000110
kiskae/cassandra,python3.4,3.4.2-1,0,unimportant,open,undefined,undefined,CVE-2017-17522
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,open,undefined,undefined,CVE-2014-9365
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,resolved,3.4.2-1+deb8u2,undefined,CVE-2018-20406
kiskae/cassandra,python3.4,3.4.2-1,0,low,open,undefined,742927,CVE-2013-1753
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,open,undefined,undefined,CVE-2020-8492
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,resolved,3.4.2-1+deb8u2,undefined,CVE-2016-5699
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,open,undefined,undefined,CVE-2019-16935
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,resolved,3.4.2-1+deb8u3,921039,CVE-2018-14647
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,resolved,3.4.2-1+deb8u1,undefined,CVE-2017-1000158
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,resolved,3.4.2-1+deb8u7,940901,CVE-2019-16056
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,resolved,3.4.2-1+deb8u2,undefined,CVE-2016-5636
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,resolved,3.4.2-1+deb8u1,909673,CVE-2018-1000802
kiskae/cassandra,python3.4,3.4.2-1,0,unimportant,open,undefined,undefined,CVE-2019-18348
kiskae/cassandra,python3.4,3.4.2-1,0,not yet assigned,resolved,3.4.2-1+deb8u3,924072,CVE-2019-9636
kiskae/cassandra,sensible-utils,0.0.9,0,not yet assigned,resolved,0.0.9+deb8u1,881767,CVE-2017-17512
kiskae/cassandra,xdg-user-dirs,0.15-2,0,unimportant,open,undefined,undefined,CVE-2017-15131
metatronx/mysql,apt,1.4.8,0,unimportant,open,undefined,642480,CVE-2011-3374
metatronx/mysql,apt,1.4.8,0,not yet assigned,resolved,1.4.9,undefined,CVE-2019-3462
metatronx/mysql,bash,4.4-5,0,low,open,undefined,undefined,CVE-2019-18276
metatronx/mysql,bzip2,1.0.6-8.1,0,not yet assigned,open,undefined,930886,CVE-2019-12900
metatronx/mysql,coreutils,8.26-3,0,low,open,undefined,816320,CVE-2016-2781
metatronx/mysql,coreutils,8.26-3,0,unimportant,open,undefined,undefined,CVE-2017-18018
metatronx/mysql,cyrus-sasl2,2.1.27~101-g0780600+dfsg-3,0,not yet assigned,resolved,2.1.27~101-g0780600+dfsg-3+deb9u1,947043,CVE-2019-19906
metatronx/mysql,e2fsprogs,1.43.4-2,0,not yet assigned,resolved,1.43.4-2+deb9u1,941139,CVE-2019-5094
metatronx/mysql,e2fsprogs,1.43.4-2,0,not yet assigned,open,undefined,948508,CVE-2019-5188
metatronx/mysql,glibc,2.24-11+deb9u3,1,not yet assigned,open,undefined,878159,CVE-2018-6485
metatronx/mysql,glibc,2.24-11+deb9u3,1,not yet assigned,open,undefined,undefined,CVE-2018-6551
metatronx/mysql,glibc,2.24-11+deb9u3,1,unimportant,open,undefined,undefined,CVE-2019-9192
metatronx/mysql,glibc,2.24-11+deb9u3,1,not yet assigned,resolved,2.24-11+deb9u4,884132,CVE-2017-1000408
metatronx/mysql,glibc,2.24-11+deb9u3,1,unimportant,open,undefined,undefined,CVE-2019-1010023
metatronx/mysql,glibc,2.24-11+deb9u3,1,unimportant,open,undefined,undefined,CVE-2019-1010024
metatronx/mysql,glibc,2.24-11+deb9u3,1,unimportant,open,undefined,undefined,CVE-2019-1010025
metatronx/mysql,glibc,2.24-11+deb9u3,1,not yet assigned,resolved,2.24-11+deb9u4,879500,CVE-2017-15671
metatronx/mysql,glibc,2.24-11+deb9u3,1,not yet assigned,resolved,2.24-11+deb9u4,884133,CVE-2017-1000409
metatronx/mysql,glibc,2.24-11+deb9u3,1,unimportant,open,undefined,779392,CVE-2015-8985
metatronx/mysql,glibc,2.24-11+deb9u3,1,unimportant,open,undefined,undefined,CVE-2018-20796
metatronx/mysql,glibc,2.24-11+deb9u3,1,not yet assigned,resolved,2.24-11+deb9u4,879955,CVE-2017-15804
metatronx/mysql,glibc,2.24-11+deb9u3,1,unimportant,open,undefined,undefined,CVE-2019-6488
metatronx/mysql,glibc,2.24-11+deb9u3,1,unimportant,open,undefined,undefined,CVE-2019-7309
metatronx/mysql,glibc,2.24-11+deb9u3,1,unimportant,open,undefined,undefined,CVE-2010-4052
metatronx/mysql,glibc,2.24-11+deb9u3,1,unimportant,open,undefined,undefined,CVE-2010-4051
metatronx/mysql,glibc,2.24-11+deb9u3,1,not yet assigned,resolved,2.24-11+deb9u4,undefined,CVE-2017-18269
metatronx/mysql,glibc,2.24-11+deb9u3,1,not yet assigned,open,undefined,870650,CVE-2017-12132
metatronx/mysql,glibc,2.24-11+deb9u3,1,not yet assigned,open,undefined,945250,CVE-2019-19126
metatronx/mysql,glibc,2.24-11+deb9u3,1,not yet assigned,resolved,2.24-11+deb9u4,884615,CVE-2017-16997
metatronx/mysql,glibc,2.24-11+deb9u3,1,not yet assigned,open,undefined,887001,CVE-2018-1000001
metatronx/mysql,glibc,2.24-11+deb9u3,1,not yet assigned,open,undefined,924612,CVE-2019-9169
metatronx/mysql,glibc,2.24-11+deb9u3,1,unimportant,open,undefined,undefined,CVE-2010-4756
metatronx/mysql,glibc,2.24-11+deb9u3,1,not yet assigned,open,undefined,924613,CVE-2009-5155
metatronx/mysql,glibc,2.24-11+deb9u3,1,not yet assigned,resolved,2.24-11+deb9u4,879501,CVE-2017-15670
metatronx/mysql,glibc,2.24-11+deb9u3,1,unimportant,open,undefined,undefined,CVE-2019-1010022
metatronx/mysql,glibc,2.24-11+deb9u3,1,low,open,undefined,856503,CVE-2016-10228
metatronx/mysql,glibc,2.24-11+deb9u3,1,not yet assigned,resolved,2.24-11+deb9u4,899071,CVE-2018-11236
metatronx/mysql,glibc,2.24-11+deb9u3,1,not yet assigned,resolved,2.24-11+deb9u4,899070,CVE-2018-11237
metatronx/mysql,glibc,2.24-11+deb9u3,1,not yet assigned,open,undefined,920047,CVE-2016-10739
metatronx/mysql,gnupg2,2.1.18-8~deb9u1,2,not yet assigned,open,undefined,undefined,CVE-2018-1000858
metatronx/mysql,gnupg2,2.1.18-8~deb9u1,2,low,open,undefined,945859,CVE-2019-14855
metatronx/mysql,gnupg2,2.1.18-8~deb9u1,2,not yet assigned,resolved,2.1.18-8~deb9u2,901088,CVE-2018-12020
metatronx/mysql,gnupg2,2.1.18-8~deb9u1,2,low,open,undefined,894983,CVE-2018-9234
metatronx/mysql,gnutls28,3.5.8-5+deb9u3,1,not yet assigned,open,undefined,undefined,CVE-2019-3836
metatronx/mysql,gnutls28,3.5.8-5+deb9u3,1,unimportant,open,undefined,645881,CVE-2011-3389
metatronx/mysql,gnutls28,3.5.8-5+deb9u3,1,not yet assigned,open,undefined,undefined,CVE-2019-3829
metatronx/mysql,gnutls28,3.5.8-5+deb9u3,1,not yet assigned,open,undefined,undefined,CVE-2018-16868
metatronx/mysql,gnutls28,3.5.8-5+deb9u3,1,not yet assigned,resolved,3.5.8-5+deb9u4,undefined,CVE-2018-10844
metatronx/mysql,gnutls28,3.5.8-5+deb9u3,1,not yet assigned,resolved,3.5.8-5+deb9u4,undefined,CVE-2018-10845
metatronx/mysql,gnutls28,3.5.8-5+deb9u3,1,not yet assigned,resolved,3.5.8-5+deb9u4,undefined,CVE-2018-10846
metatronx/mysql,libidn,1.33-1,0,not yet assigned,resolved,1.33-1+deb9u1,873902,CVE-2017-14062
metatronx/mysql,lz4,0.0~r131-2,0,low,open,undefined,943680,CVE-2019-17543
metatronx/mysql,ncurses,6.0+20161126-1+deb9u2,0,low,open,undefined,undefined,CVE-2018-19211
metatronx/mysql,ncurses,6.0+20161126-1+deb9u2,0,low,open,undefined,942401,CVE-2019-17594
metatronx/mysql,ncurses,6.0+20161126-1+deb9u2,0,low,open,undefined,942401,CVE-2019-17595
metatronx/mysql,nettle,3.3-1,0,not yet assigned,open,undefined,undefined,CVE-2018-16869
metatronx/mysql,openldap,2.4.44+dfsg-5+deb9u1,1,not yet assigned,resolved,2.4.44+dfsg-5+deb9u3,932997,CVE-2019-13057
metatronx/mysql,openldap,2.4.44+dfsg-5+deb9u1,1,unimportant,open,undefined,undefined,CVE-2017-17740
metatronx/mysql,openldap,2.4.44+dfsg-5+deb9u1,1,unimportant,open,undefined,undefined,CVE-2017-14159
metatronx/mysql,openldap,2.4.44+dfsg-5+deb9u1,1,not yet assigned,resolved,2.4.44+dfsg-5+deb9u3,932998,CVE-2019-13565
metatronx/mysql,openldap,2.4.44+dfsg-5+deb9u1,1,unimportant,open,undefined,undefined,CVE-2015-3276
metatronx/mysql,pcre3,2:8.39-3,0,unimportant,open,undefined,858678,CVE-2017-7245
metatronx/mysql,pcre3,2:8.39-3,0,unimportant,open,undefined,undefined,CVE-2017-11164
metatronx/mysql,pcre3,2:8.39-3,0,unimportant,open,undefined,858679,CVE-2017-7246
metatronx/mysql,pcre3,2:8.39-3,0,unimportant,open,undefined,undefined,CVE-2017-16231
metatronx/mysql,pwgen,2.07-1.1,0,unimportant,open,undefined,726578,CVE-2013-4441
metatronx/mysql,shadow,1:4.4-4.1,0,unimportant,open,undefined,undefined,CVE-2007-5686
metatronx/mysql,shadow,1:4.4-4.1,0,not yet assigned,open,undefined,756630,CVE-2017-12424
metatronx/mysql,shadow,1:4.4-4.1,0,unimportant,open,undefined,778950,CVE-2013-4235
metatronx/mysql,shadow,1:4.4-4.1,0,unimportant,open,undefined,undefined,CVE-2019-19882
metatronx/mysql,shadow,1:4.4-4.1,0,low,open,undefined,890557,CVE-2018-7169
metatronx/mysql,sqlite3,3.16.2-5+deb9u1,0,not yet assigned,open,undefined,undefined,CVE-2018-20346
metatronx/mysql,sqlite3,3.16.2-5+deb9u1,0,unimportant,open,undefined,873762,CVE-2017-13685
metatronx/mysql,sqlite3,3.16.2-5+deb9u1,0,not yet assigned,open,undefined,undefined,CVE-2019-16168
metatronx/mysql,sqlite3,3.16.2-5+deb9u1,0,not yet assigned,open,undefined,undefined,CVE-2019-19603
metatronx/mysql,sqlite3,3.16.2-5+deb9u1,0,not yet assigned,open,undefined,undefined,CVE-2019-20218
metatronx/mysql,sqlite3,3.16.2-5+deb9u1,0,not yet assigned,open,undefined,951835,CVE-2020-9327
metatronx/mysql,sqlite3,3.16.2-5+deb9u1,0,low,open,undefined,925289,CVE-2019-9936
metatronx/mysql,sqlite3,3.16.2-5+deb9u1,0,low,open,undefined,925290,CVE-2019-9937
metatronx/mysql,sqlite3,3.16.2-5+deb9u1,0,not yet assigned,open,undefined,undefined,CVE-2019-5827
metatronx/mysql,sqlite3,3.16.2-5+deb9u1,0,not yet assigned,open,undefined,946612,CVE-2019-19645
metatronx/mysql,sqlite3,3.16.2-5+deb9u1,0,not yet assigned,open,undefined,893195,CVE-2018-8740
metatronx/mysql,sqlite3,3.16.2-5+deb9u1,0,not yet assigned,open,undefined,undefined,CVE-2018-20506
metatronx/mysql,sqlite3,3.16.2-5+deb9u1,0,not yet assigned,open,undefined,undefined,CVE-2018-20505
metatronx/mysql,sqlite3,3.16.2-5+deb9u1,0,not yet assigned,open,undefined,929775,CVE-2019-8457
metatronx/mysql,systemd,232-25+deb9u2,2,low,open,undefined,undefined,CVE-2018-16888
metatronx/mysql,systemd,232-25+deb9u2,2,not yet assigned,resolved,232-25+deb9u10,912005,CVE-2018-15686
metatronx/mysql,systemd,232-25+deb9u2,2,not yet assigned,resolved,232-25+deb9u10,undefined,CVE-2018-1049
metatronx/mysql,systemd,232-25+deb9u2,2,low,open,undefined,890779,CVE-2018-6954
metatronx/mysql,systemd,232-25+deb9u2,2,not yet assigned,resolved,232-25+deb9u8,undefined,CVE-2019-3815
metatronx/mysql,systemd,232-25+deb9u2,2,not yet assigned,open,undefined,950732,CVE-2020-1712
metatronx/mysql,systemd,232-25+deb9u2,2,not yet assigned,resolved,232-25+deb9u7,undefined,CVE-2018-16866
metatronx/mysql,systemd,232-25+deb9u2,2,not yet assigned,resolved,232-25+deb9u6,912008,CVE-2018-15688
metatronx/mysql,systemd,232-25+deb9u2,2,not yet assigned,resolved,232-25+deb9u9,undefined,CVE-2019-6454
metatronx/mysql,systemd,232-25+deb9u2,2,unimportant,open,undefined,undefined,CVE-2017-18078
metatronx/mysql,systemd,232-25+deb9u2,2,not yet assigned,open,undefined,undefined,CVE-2019-20386
metatronx/mysql,systemd,232-25+deb9u2,2,not yet assigned,resolved,232-25+deb9u7,918841,CVE-2018-16864
metatronx/mysql,systemd,232-25+deb9u2,2,not yet assigned,open,undefined,928102,CVE-2019-3844
metatronx/mysql,systemd,232-25+deb9u2,2,not yet assigned,resolved,232-25+deb9u11,undefined,CVE-2019-3842
metatronx/mysql,systemd,232-25+deb9u2,2,not yet assigned,open,undefined,928102,CVE-2019-3843
metatronx/mysql,systemd,232-25+deb9u2,2,not yet assigned,resolved,232-25+deb9u7,918848,CVE-2018-16865
metatronx/mysql,systemd,232-25+deb9u2,2,unimportant,open,undefined,725357,CVE-2013-4392
metatronx/mysql,systemd,232-25+deb9u2,2,unimportant,open,undefined,undefined,CVE-2017-1000082
metatronx/mysql,tar,1.29b-1.1,0,not yet assigned,open,undefined,917377,CVE-2018-20482
metatronx/mysql,tar,1.29b-1.1,0,unimportant,open,undefined,328228,CVE-2005-2541
metatronx/mysql,tar,1.29b-1.1,0,unimportant,open,undefined,925286,CVE-2019-9923
ohmcoe/nginx,apt,1.8.2,0,unimportant,open,undefined,642480,CVE-2011-3374
ohmcoe/nginx,bash,5.0-4,0,low,open,undefined,undefined,CVE-2019-18276
ohmcoe/nginx,coreutils,8.30-3,0,low,open,undefined,816320,CVE-2016-2781
ohmcoe/nginx,coreutils,8.30-3,0,unimportant,open,undefined,undefined,CVE-2017-18018
ohmcoe/nginx,gcc-8,8.3.0-6,0,not yet assigned,open,undefined,undefined,CVE-2018-12886
ohmcoe/nginx,gcc-8,8.3.0-6,0,not yet assigned,open,undefined,undefined,CVE-2019-15847
ohmcoe/nginx,glibc,2.28-10,0,unimportant,open,undefined,undefined,CVE-2019-9192
ohmcoe/nginx,glibc,2.28-10,0,unimportant,open,undefined,undefined,CVE-2019-1010023
ohmcoe/nginx,glibc,2.28-10,0,unimportant,open,undefined,undefined,CVE-2019-1010024
ohmcoe/nginx,glibc,2.28-10,0,unimportant,open,undefined,undefined,CVE-2019-1010025
ohmcoe/nginx,glibc,2.28-10,0,unimportant,open,undefined,undefined,CVE-2018-20796
ohmcoe/nginx,glibc,2.28-10,0,unimportant,open,undefined,undefined,CVE-2010-4052
ohmcoe/nginx,glibc,2.28-10,0,unimportant,open,undefined,undefined,CVE-2010-4051
ohmcoe/nginx,glibc,2.28-10,0,not yet assigned,open,undefined,945250,CVE-2019-19126
ohmcoe/nginx,glibc,2.28-10,0,unimportant,open,undefined,undefined,CVE-2010-4756
ohmcoe/nginx,glibc,2.28-10,0,unimportant,open,undefined,undefined,CVE-2019-1010022
ohmcoe/nginx,glibc,2.28-10,0,low,open,undefined,856503,CVE-2016-10228
ohmcoe/nginx,gnutls28,3.6.7-4,0,unimportant,open,undefined,645881,CVE-2011-3389
ohmcoe/nginx,jbigkit,2.1-3.1,0,unimportant,open,undefined,869708,CVE-2017-9937
ohmcoe/nginx,libbsd,0.9.1-2,0,not yet assigned,open,undefined,undefined,CVE-2019-20367
ohmcoe/nginx,libgcrypt20,1.8.4-5,0,not yet assigned,open,undefined,938938,CVE-2019-13627
ohmcoe/nginx,libgcrypt20,1.8.4-5,0,not yet assigned,open,undefined,930885,CVE-2019-12904
ohmcoe/nginx,libgcrypt20,1.8.4-5,0,unimportant,open,undefined,undefined,CVE-2018-6829
ohmcoe/nginx,libgd2,2.2.5-5.2,0,low,open,undefined,951287,CVE-2018-14553
ohmcoe/nginx,libgd2,2.2.5-5.2,0,not yet assigned,open,undefined,undefined,CVE-2017-6363
ohmcoe/nginx,libidn2,2.0.5-1,0,not yet assigned,open,undefined,undefined,CVE-2019-12290
ohmcoe/nginx,libidn2,2.0.5-1,0,not yet assigned,resolved,2.0.5-1+deb10u1,942895,CVE-2019-18224
ohmcoe/nginx,libjpeg-turbo,1:1.5.2-2,0,low,open,undefined,undefined,CVE-2019-2201
ohmcoe/nginx,libjpeg-turbo,1:1.5.2-2,0,unimportant,open,undefined,878567,CVE-2017-15232
ohmcoe/nginx,libjpeg-turbo,1:1.5.2-2,0,low,open,undefined,741487,CVE-2018-14498
ohmcoe/nginx,libjpeg-turbo,1:1.5.2-2,0,low,open,undefined,902950,CVE-2018-1152
ohmcoe/nginx,libpng1.6,1.6.36-6,0,unimportant,open,undefined,undefined,CVE-2019-6129
ohmcoe/nginx,libpng1.6,1.6.36-6,0,unimportant,open,undefined,undefined,CVE-2018-14550
ohmcoe/nginx,libpng1.6,1.6.36-6,0,unimportant,open,undefined,undefined,CVE-2018-14048
ohmcoe/nginx,libseccomp,2.3.3-4,0,unimportant,open,undefined,924646,CVE-2019-9893
ohmcoe/nginx,libtasn1-6,4.13-3,0,unimportant,open,undefined,906768,CVE-2018-1000654
ohmcoe/nginx,libwebp,0.6.1-2,0,unimportant,open,undefined,842714,CVE-2016-9085
ohmcoe/nginx,libxml2,2.9.4+dfsg1-7,0,low,open,undefined,895245,CVE-2017-18258
ohmcoe/nginx,libxml2,2.9.4+dfsg1-7,0,not yet assigned,open,undefined,844581,CVE-2016-9318
ohmcoe/nginx,libxml2,2.9.4+dfsg1-7,0,not yet assigned,open,undefined,949583,CVE-2019-20388
ohmcoe/nginx,libxml2,2.9.4+dfsg1-7,0,not yet assigned,open,undefined,undefined,CVE-2019-19956
ohmcoe/nginx,libxml2,2.9.4+dfsg1-7,0,not yet assigned,open,undefined,undefined,CVE-2018-14567
ohmcoe/nginx,libxml2,2.9.4+dfsg1-7,0,not yet assigned,open,undefined,949582,CVE-2020-7595
ohmcoe/nginx,libxml2,2.9.4+dfsg1-7,0,not yet assigned,open,undefined,882613,CVE-2017-16932
ohmcoe/nginx,libxml2,2.9.4+dfsg1-7,0,low,open,undefined,901817,CVE-2018-14404
ohmcoe/nginx,lz4,1.8.3-1,0,low,open,undefined,943680,CVE-2019-17543
ohmcoe/nginx,pcre3,2:8.39-12,0,unimportant,open,undefined,858678,CVE-2017-7245
ohmcoe/nginx,pcre3,2:8.39-12,0,unimportant,open,undefined,undefined,CVE-2017-11164
ohmcoe/nginx,pcre3,2:8.39-12,0,unimportant,open,undefined,858679,CVE-2017-7246
